NamaBlok,JenisTanah,JenisDataran,KondisiDataran,PHTanah,KelasDrainase,Pruning,Pengendalianlalang,GarukPiringan,PenyemprotanPiringan,BTP,BabatSemak,Urea(kg),MOP(kg),Dolomite(kg),ZincSulphate(ZnSO4)(kg),CopperSulphate(CuSO4)(kg),RockPhosphate(kg),NPK,HGFP,TSP,JenisBibit
14S11A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,1.00,1.00,2.00,0.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,ASD
15S11A220,Pasir,Rawa-rawa,Datar,11,Lancar,0.00,1.00,1.00,2.00,0.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,ASD
1S12B220,Pasir,Rawa-rawa,Datar,5,Lancar,0.00,1.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,ASD
2S12B220,Pasir,Rawa-rawa,Datar,5,Lancar,0.00,1.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,ASD
3S12B220,Pasir,Rawa-rawa,Datar,5,Lancar,0.00,1.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,ASD
5S12B220,Pasir,Rawa-rawa,Datar,5,Lancar,0.00,1.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,ASD
6S12B220,Pasir,Rawa-rawa,Datar,5,Sedang,0.00,1.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,ASD
8S12B220,Pasir,Rawa-rawa,Datar,5,Sedang,0.00,1.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,ASD
9S12B220,Pasir,Rawa-rawa,Datar,5,Sedang,0.00,1.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,ASD
10S12B220,Pasir,Rawa-rawa,Datar,5,Sedang,0.00,1.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,ASD
11S12B220,Pasir,Rawa-rawa,Datar,5,Sedang,0.00,1.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,ASD
12S12B220,Pasir,Rawa-rawa,Datar,5,Sedang,0.00,1.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,ASD
1Q23A220,Mineral,Rawa-rawa,Datar,7,Lancar,0.00,1.00,1.00,2.00,0.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
2Q23A220,Mineral,Rawa-rawa,Datar,7,Lancar,0.00,1.00,1.00,2.00,0.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
1R19C220,Mineral,DataranRendah,Datar,9,TidakAda,0.00,1.00,1.00,2.00,0.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
2R19C220,Mineral,DataranRendah,Datar,9,TidakAda,0.00,1.00,1.00,2.00,0.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
3R19C220,Mineral,DataranRendah,Miring,9,TidakAda,0.00,1.00,1.00,2.00,0.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
4R19C220,Mineral,DataranRendah,Datar,9,TidakAda,0.00,1.00,1.00,2.00,0.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
5R19C220,Mineral,DataranRendah,Datar,9,TidakAda,0.00,1.00,1.00,2.00,0.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
6R19C220,Mineral,DataranRendah,Miring,9,TidakAda,0.00,1.00,1.00,2.00,0.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
7R19C220,Mineral,DataranRendah,Miring,9,TidakAda,0.00,1.00,1.00,2.00,0.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
8R19C220,Mineral,DataranRendah,Miring,9,TidakAda,0.00,1.00,1.00,2.00,0.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
9R19C220,Mineral,DataranRendah,Datar,9,TidakAda,0.00,1.00,1.00,2.00,0.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
10R19C220,Mineral,DataranRendah,Datar,9,TidakAda,0.00,1.00,1.00,2.00,0.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
1R20A220,Mineral,DataranRendah,Miring,10,TidakAda,0.00,1.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
2R20A220,Mineral,DataranRendah,Miring,10,TidakAda,0.00,1.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
R23A220,Mineral,DataranRendah,Datar,6,TidakAda,1.00,1.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
R13B220,Pasir,DataranRendah,Datar,6,TidakAda,0.00,1.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
1S10A220,Pasir,Rawa-rawa,Datar,10,Sedang,0.00,1.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
2S10A220,Pasir,Rawa-rawa,Datar,10,Sedang,0.00,1.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
3S10A220,Pasir,Rawa-rawa,Datar,10,Sedang,0.00,1.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
4S10A220,Pasir,Rawa-rawa,Datar,10,Sedang,0.00,1.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
5S10A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,1.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
6S10A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,1.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
7S10A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,1.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
8S10A220,Pasir,Rawa-rawa,Datar,10,Terhambat,0.00,1.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
9S10A220,Pasir,Rawa-rawa,Datar,10,Terhambat,0.00,1.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
10S10A220,Pasir,Rawa-rawa,Datar,10,Terhambat,0.00,1.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
11S10A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,1.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
12S10A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,1.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
13S10A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,1.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
14S10A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,1.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
1R14B220,Pasir,DataranRendah,Datar,7,TidakAda,0.00,2.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
2R14B220,Pasir,DataranRendah,Datar,7,TidakAda,0.00,2.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
3R14B220,Pasir,DataranRendah,Datar,7,TidakAda,0.00,2.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
4R14B220,Pasir,DataranRendah,Miring,7,TidakAda,0.00,2.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
1S13A220,Pasir,Rawa-rawa,Datar,10,Terhambat,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
2S13A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
3S13A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
4S13A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
5S13A220,Pasir,Rawa-rawa,Datar,10,Terhambat,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
6S13A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
7S13A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
8S13A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
9S13A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
10S13A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
12S13A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
13S13A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
15S13A220,Pasir,Rawa-rawa,Datar,10,Sedang,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
16S13A220,Pasir,Rawa-rawa,Datar,10,Sedang,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
17S13A220,Pasir,Rawa-rawa,Datar,10,Sedang,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
18S13A220,Pasir,Rawa-rawa,Datar,10,Terhambat,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
19S13A220,Pasir,Rawa-rawa,Datar,10,Sedang,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
21S13A220,Pasir,Rawa-rawa,Datar,10,Terhambat,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
22S13A220,Pasir,Rawa-rawa,Datar,10,Sedang,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
2S14A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
4S14A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
5S14A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
6S14A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
7S14A220,Pasir,Rawa-rawa,Datar,10,Terhambat,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
8S14A220,Pasir,Rawa-rawa,Datar,10,Terhambat,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
9S14A220,Pasir,Rawa-rawa,Datar,10,Terhambat,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
10S14A220,Pasir,Rawa-rawa,Datar,10,Terhambat,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
11S14A220,Pasir,Rawa-rawa,Datar,10,Terhambat,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
12S14A220,Pasir,Rawa-rawa,Datar,10,Terhambat,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
13S14A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
14S14A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
15S14A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
16S14A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
17S14A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
18S14A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
20S14A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
21S14A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
22S14A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
23S14A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
24S14A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
25S14A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
26S14A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
27S14A220,Pasir,Rawa-rawa,Datar,10,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
1S15A220,Pasir,DataranRendah,Datar,11,TidakAda,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
2S15A220,Pasir,DataranRendah,Datar,11,TidakAda,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
3S15A220,Pasir,DataranRendah,Datar,11,TidakAda,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
4S15A220,Pasir,DataranRendah,Datar,11,TidakAda,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
5S15A220,Pasir,DataranRendah,Datar,11,TidakAda,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
6S15A220,Pasir,DataranRendah,Datar,11,TidakAda,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
7S15A220,Pasir,DataranRendah,Datar,11,TidakAda,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
8S15A220,Pasir,DataranRendah,Datar,11,TidakAda,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
9S15A220,Pasir,DataranRendah,Datar,11,TidakAda,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
10S15A220,Pasir,DataranRendah,Datar,11,TidakAda,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
11S15A220,Pasir,DataranRendah,Datar,11,TidakAda,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
12S15A220,Pasir,DataranRendah,Datar,11,TidakAda,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
15S15A220,Pasir,DataranRendah,Datar,11,TidakAda,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
17S15A220,Pasir,DataranRendah,Miring,11,TidakAda,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
18S15A220,Pasir,DataranRendah,Miring,11,TidakAda,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
19S15A220,Pasir,DataranRendah,Miring,11,TidakAda,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
20S15A220,Pasir,DataranRendah,Miring,11,TidakAda,0.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
1S9A220,Mineral,DataranRendah,Datar,11,TidakAda,1.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
2S9A220,Mineral,DataranRendah,Datar,11,TidakAda,1.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
1T8A220,Mineral,DataranRendah,Datar,9,TidakAda,1.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
2T8A220,Mineral,DataranRendah,Miring,9,TidakAda,1.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
5T8A220,Mineral,DataranRendah,Miring,9,TidakAda,1.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
6T8A220,Mineral,DataranRendah,Datar,9,TidakAda,1.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
7T8A220,Mineral,DataranRendah,Datar,9,TidakAda,1.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
8T8A220,Mineral,DataranRendah,Datar,9,TidakAda,1.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
1U9B220,Mineral,DataranRendah,Miring,10,TidakAda,1.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
2U9B220,Mineral,DataranRendah,Miring,10,TidakAda,1.00,2.00,0.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
1R25A119,Mineral,DataranRendah,Datar,11,TidakAda,1.00,2.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,SRJ
4R25A119,Mineral,DataranRendah,Datar,11,TidakAda,1.00,2.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,SRJ
5R25A119,Mineral,DataranRendah,Datar,11,TidakAda,1.00,2.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,SRJ
6R25A119,Mineral,DataranRendah,Miring,11,TidakAda,1.00,2.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,SRJ
7R25A119,Mineral,DataranRendah,Datar,11,TidakAda,1.00,2.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,SRJ
8R25A119,Mineral,DataranRendah,Datar,11,TidakAda,1.00,2.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,SRJ
9R25A119,Mineral,DataranRendah,Datar,11,TidakAda,1.00,2.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,SRJ
10R25A119,Mineral,DataranRendah,Datar,11,TidakAda,1.00,2.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,SRJ
2R25A119,Mineral,DataranRendah,Datar,11,TidakAda,1.00,2.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,SRJ
S23A119,Mineral,DataranRendah,Datar,10,TidakAda,1.00,2.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,SRJ
1S11A119,Pasir,Rawa-rawa,Datar,10,Terhambat,1.00,2.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00,0.05,0.05,0.00,2.50,0.00,0.00,ASD
2S11A119,Pasir,Rawa-rawa,Datar,10,Terhambat,1.00,2.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00,0.05,0.05,0.00,2.50,0.00,0.00,ASD
3S11A119,Pasir,Rawa-rawa,Datar,10,Terhambat,1.00,2.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00,0.05,0.05,0.00,2.50,0.00,0.00,ASD
9S11A119,Pasir,Rawa-rawa,Datar,10,Sedang,1.00,2.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00,0.05,0.05,0.00,2.50,0.00,0.00,ASD
10S11A119,Pasir,Rawa-rawa,Datar,10,Sedang,1.00,2.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00,0.05,0.05,0.00,2.50,0.00,0.00,ASD
11S11A119,Pasir,Rawa-rawa,Datar,10,Sedang,1.00,2.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00,0.05,0.05,0.00,2.50,0.00,0.00,ASD
12S11A119,Pasir,Rawa-rawa,Datar,10,Sedang,1.00,2.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00,0.05,0.05,0.00,2.50,0.00,0.00,ASD
13S11A119,Pasir,Rawa-rawa,Datar,10,Lancar,1.00,2.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00,0.05,0.05,0.00,2.50,0.00,0.00,ASD
14S11A119,Pasir,Rawa-rawa,Datar,10,Lancar,1.00,2.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00,0.05,0.05,0.00,2.50,0.00,0.00,ASD
15S11A119,Pasir,Rawa-rawa,Datar,10,Lancar,1.00,2.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00,0.05,0.05,0.00,2.50,0.00,0.00,ASD
1S12B119,Pasir,Rawa-rawa,Datar,5,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00,0.05,0.05,0.00,2.50,0.00,0.00,ASD
2S12B119,Pasir,Rawa-rawa,Datar,5,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00,0.05,0.05,0.00,2.50,0.00,0.00,ASD
3S12B119,Pasir,Rawa-rawa,Datar,5,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00,0.05,0.05,0.00,2.50,0.00,0.00,ASD
5S12B119,Pasir,Rawa-rawa,Datar,5,Lancar,0.00,2.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00,0.05,0.05,0.00,2.50,0.00,0.00,ASD
6S12B119,Pasir,Rawa-rawa,Datar,5,Sedang,0.00,2.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00,0.05,0.05,0.00,2.50,0.00,0.00,ASD
8S12B119,Pasir,Rawa-rawa,Datar,5,Sedang,0.00,2.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00,0.05,0.05,0.00,2.50,0.00,0.00,ASD
9S12B119,Pasir,Rawa-rawa,Datar,5,Sedang,0.00,2.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00,0.05,0.05,0.00,2.50,0.00,0.00,ASD
10S12B119,Pasir,Rawa-rawa,Datar,5,Sedang,0.00,2.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00,0.05,0.05,0.00,2.50,0.00,0.00,ASD
